1;arms_factory;2952.00;11.32;1367.00;4.54;0
1;arms_factory;2951.00;11.40;1369.00;0.92;0
1;arms_factory;2949.00;13.23;1367.00;3.59;0
1;arms_factory;2949.00;13.23;1367.00;1.43;0
1;arms_factory;2945.00;10.03;1361.00;1.53;0
1;arms_factory;2946.00;11.10;1363.00;5.65;0
1;industrial_complex;2946.00;11.10;1363.00;2.04;0
1;industrial_complex;2948.00;10.05;1356.00;4.70;0
1;industrial_complex;2948.00;10.05;1356.00;6.26;0
1;industrial_complex;2953.00;10.55;1368.00;4.10;0
1;industrial_complex;2945.00;12.03;1368.00;0.48;0
1;industrial_complex;2945.00;12.03;1368.00;3.15;0
1;air_base;2949.00;12.00;1360.00;6.16;0
1;naval_base;2943.00;9.90;1371.00;-2.60;5555
1;naval_base;2955.00;9.60;1367.00;0.98;5579
1;naval_base;2941.00;9.50;1361.00;-0.79;5579
1;bunker;2944.00;9.50;1357.00;4.61;0
1;bunker;2949.00;13.23;1367.00;5.82;0
1;bunker;2949.00;9.73;1373.00;3.66;0
1;coastal_bunker;2944.00;10.25;1371.00;-2.60;0
1;coastal_bunker;2945.00;9.50;1356.00;-0.79;0
1;coastal_bunker;2946.00;9.50;1373.00;-3.00;0
1;dockyard;2944.00;9.53;1372.00;-2.60;0
1;anti_air_building;2946.00;11.63;1364.00;3.66;0
1;anti_air_building;2949.00;10.53;1356.00;0.04;0
1;anti_air_building;2949.00;10.93;1357.00;4.17;0
1;synthetic_refinery;2950.00;11.20;1370.00;5.38;0
1;fuel_silo;2945.00;12.03;1368.00;2.11;0
1;radar_station;2948.00;13.38;1365.00;6.03;0
1;rocket_site;2950.00;12.05;1361.00;1.16;0
1;nuclear_reactor;2950.00;12.05;1361.00;2.71;0
2;arms_factory;3001.00;10.07;1367.00;3.59;0
2;arms_factory;3011.00;10.48;1354.00;1.43;0
2;arms_factory;3007.00;9.70;1353.00;1.53;0
2;arms_factory;2993.00;9.88;1368.00;5.65;0
2;arms_factory;3000.00;9.68;1357.00;2.04;0
2;arms_factory;3004.00;9.70;1355.00;4.70;0
2;industrial_complex;3000.00;9.68;1360.00;6.26;0
2;industrial_complex;3013.00;11.10;1356.00;4.10;0
2;industrial_complex;3009.00;10.30;1355.00;0.48;0
2;industrial_complex;3017.00;10.35;1351.00;3.15;0
2;industrial_complex;3008.00;10.57;1358.00;6.16;0
2;industrial_complex;2993.00;9.70;1365.00;1.09;0
2;air_base;3001.00;9.82;1362.00;5.22;0
2;naval_base;2991.00;9.50;1362.00;-0.93;5656
2;naval_base;3007.00;9.50;1350.00;-0.90;5656
2;naval_base;3020.00;9.50;1347.00;0.17;1452
2;naval_base;2999.00;9.50;1356.00;-0.46;5656
2;naval_base;2989.00;9.50;1365.00;-0.90;5579
2;bunker;2996.00;9.85;1364.00;1.60;0
2;bunker;3003.00;9.70;1357.00;5.72;0
2;bunker;3006.00;9.55;1352.00;2.10;0
2;bunker;3023.00;11.10;1353.00;3.66;0
2;bunker;3006.00;10.80;1367.00;0.04;0
2;bunker;2996.00;10.40;1369.00;4.17;0
2;coastal_bunker;3001.00;9.50;1354.00;-0.46;0
2;coastal_bunker;2990.00;9.50;1363.00;-1.70;0
2;coastal_bunker;3022.00;9.50;1346.00;0.17;0
2;coastal_bunker;3018.00;9.50;1348.00;0.32;0
2;coastal_bunker;2986.00;9.50;1368.00;-0.90;0
2;dockyard;2990.00;9.50;1364.00;-0.90;0
2;anti_air_building;3006.00;10.60;1365.00;4.68;0
2;anti_air_building;2997.00;10.18;1365.00;5.89;0
2;anti_air_building;3019.00;10.07;1350.00;2.62;0
2;synthetic_refinery;3010.00;9.70;1351.00;5.28;0
2;fuel_silo;2992.00;9.70;1364.00;1.67;0
2;radar_station;3005.00;10.25;1363.00;5.16;0
2;rocket_site;2992.00;10.90;1372.00;1.07;0
2;nuclear_reactor;2997.00;10.32;1367.00;2.27;0
3;arms_factory;2929.00;15.50;1449.00;1.53;0
3;arms_factory;2920.00;12.60;1454.00;5.65;0
3;arms_factory;2934.00;15.32;1447.00;2.04;0
3;arms_factory;2926.00;14.10;1454.00;4.70;0
3;arms_factory;2933.00;15.65;1448.00;6.26;0
3;arms_factory;2930.00;15.60;1440.00;4.10;0
3;industrial_complex;2929.00;11.70;1461.00;0.48;0
3;industrial_complex;2929.00;16.23;1441.00;3.15;0
3;industrial_complex;2927.00;15.00;1448.00;6.16;0
3;industrial_complex;2929.00;16.30;1442.00;1.09;0
3;industrial_complex;2928.00;15.28;1449.00;5.22;0
3;industrial_complex;2918.00;11.40;1454.00;0.49;0
3;air_base;2928.00;15.18;1450.00;4.61;0
3;bunker;2925.00;14.35;1454.00;5.82;0
3;bunker;2924.00;11.20;1465.00;3.66;0
3;bunker;2924.00;14.45;1451.00;5.22;0
3;bunker;2931.00;14.07;1454.00;1.60;0
3;bunker;2929.00;15.53;1438.00;5.72;0
3;bunker;2930.00;16.15;1442.00;2.10;0
3;anti_air_building;2927.00;16.08;1442.00;3.66;0
3;anti_air_building;2927.00;15.07;1449.00;0.04;0
3;anti_air_building;2926.00;15.60;1443.00;4.17;0
3;synthetic_refinery;2927.00;15.00;1450.00;5.38;0
3;fuel_silo;2923.00;14.35;1454.00;2.11;0
3;radar_station;2927.00;14.82;1451.00;6.03;0
3;rocket_site;2930.00;13.93;1454.00;1.16;0
3;nuclear_reactor;2930.00;15.68;1449.00;2.71;0
4;industrial_complex;3049.00;11.35;1488.00;6.16;0
4;industrial_complex;3046.00;14.38;1492.00;1.09;0
4;industrial_complex;3067.00;10.10;1482.00;5.22;0
4;industrial_complex;3054.00;10.10;1490.00;0.49;0
4;industrial_complex;3040.00;13.60;1476.00;4.61;0
4;industrial_complex;3057.00;12.30;1479.00;5.82;0
4;air_base;3044.00;13.63;1495.00;3.66;0
4;bunker;3056.00;12.85;1482.00;5.22;0
4;bunker;3058.00;10.40;1488.00;1.60;0
4;bunker;3062.00;9.90;1491.00;5.72;0
4;bunker;3055.00;13.00;1475.00;2.10;0
4;bunker;3058.00;12.00;1479.00;3.66;0
4;bunker;3047.00;13.03;1495.00;0.04;0
4;bunker;3066.00;10.30;1483.00;4.17;0
4;bunker;3044.00;13.25;1479.00;5.38;0
4;anti_air_building;3063.00;10.18;1487.00;2.11;0
4;anti_air_building;3059.00;10.75;1487.00;4.78;0
4;anti_air_building;3041.00;12.35;1480.00;1.16;0
