1;2770.00;10.43;1551.00;small
1;2801.00;10.10;1559.00;small
2;2744.00;11.30;1564.00;small
2;2773.00;11.38;1600.00;small
3;2745.00;11.82;1645.00;small
3;2730.00;13.20;1680.00;small
4;2694.00;9.98;1602.00;small
4;2673.00;10.05;1574.00;small
5;2879.00;10.03;1529.00;small
5;2894.00;9.60;1561.00;small
6;2967.00;9.70;1631.00;small
6;2945.00;9.70;1573.00;small
7;2975.00;11.23;1493.00;big
7;2929.00;10.90;1520.00;big
8;3034.00;9.75;1585.00;big
8;3058.00;10.23;1547.00;small
8;2995.00;9.78;1555.00;small
9;3122.00;9.62;1741.00;small
9;3232.00;9.50;1735.00;small
10;3056.00;9.50;1717.00;small
10;3026.00;10.70;1679.00;small
11;2930.00;14.32;1734.00;big
11;2971.00;12.70;1794.00;big
12;3228.00;10.70;1924.00;small
12;3330.00;11.05;1927.00;small
13;3238.00;9.70;1814.00;big
13;3180.00;9.60;1767.00;big
14;5046.00;11.20;1890.00;big
14;4818.00;13.03;1713.00;big
14;4683.00;10.00;1801.00;big
16;2798.00;9.50;1777.00;big
16;2821.00;9.50;1650.00;big
17;3452.00;14.28;796.00;big
18;2754.00;9.50;1514.00;small
18;2840.00;9.50;1556.00;small
19;2850.00;9.80;1496.00;big
19;2896.00;10.43;1482.00;big
20;2826.00;10.00;1407.00;big
20;2887.00;10.73;1414.00;big
21;2950.00;10.65;1435.00;big
21;3041.00;12.30;1465.00;big
22;3032.00;11.45;1510.00;small
22;3117.00;12.15;1490.00;small
22;3080.00;10.48;1500.00;small
23;2991.00;11.12;1389.00;small
23;3045.00;9.88;1329.00;small
24;3125.00;11.57;1375.00;small
24;3057.00;10.62;1418.00;small
25;3224.00;9.80;1347.00;small
25;3152.00;10.45;1312.00;small
26;3228.00;10.30;1396.00;small
26;3182.00;10.30;1414.00;small
26;3184.00;10.57;1368.00;small
27;3170.00;13.15;1452.00;small
27;3096.00;9.80;1456.00;small
28;3510.00;9.60;1183.00;small
28;3396.00;11.48;1234.00;small
28;3359.00;9.50;1166.00;small
29;3121.00;9.50;1237.00;big
29;3029.00;9.50;1248.00;big
30;3353.00;9.50;1428.00;big
30;3260.00;9.50;1382.00;big
31;4030.00;11.15;936.00;big
31;4025.00;10.45;816.00;big
32;1245.00;9.50;119.00;big
32;1155.00;9.50;410.00;big
33;392.00;9.70;1956.00;small
33;177.00;9.50;1807.00;small
34;1463.00;9.50;1067.00;big
34;1544.00;9.70;1006.00;big
35;1747.00;11.88;317.00;big
35;1727.00;12.00;128.00;big
35;1900.00;9.70;305.00;big
35;1910.00;10.38;447.00;big
36;2027.00;12.98;1975.00;big
36;2154.00;9.88;1930.00;big
37;3172.00;10.40;1645.00;big
37;3213.00;10.35;1688.00;big
38;3090.00;9.93;1577.00;big
38;3139.00;10.20;1592.00;big
38;3120.00;10.48;1547.00;big
39;3178.00;12.93;1494.00;big
39;3197.00;10.50;1532.00;big
39;3143.00;10.45;1521.00;big
40;3654.00;9.80;1687.00;big
40;3543.00;9.80;1702.00;big
40;3647.00;10.00;1616.00;big
40;3562.00;9.78;1639.00;big
41;2784.00;14.55;1328.00;big
41;2767.00;12.93;1366.00;big
41;2818.00;11.28;1359.00;big
42;2702.00;9.50;1413.00;small
42;2735.00;9.50;1437.00;small
43;2642.00;9.50;1523.00;big
43;2610.00;9.50;1665.00;big
44;2294.00;9.50;1931.00;big
44;2414.00;9.50;1852.00;big
45;2650.00;9.50;1933.00;big
45;2877.00;9.50;1939.00;big
46;3186.00;9.50;2023.00;big
46;3464.00;9.50;1939.00;big
47;2588.00;9.50;1347.00;big
47;2532.00;9.50;1241.00;big
48;2527.00;9.50;1047.00;big
48;2616.00;9.50;1172.00;big
49;2307.00;9.50;1671.00;big
49;2431.00;9.50;1506.00;big
50;2078.00;9.50;1765.00;big
50;1867.00;9.50;1978.00;big
51;2191.00;9.50;1473.00;big
51;2321.00;9.50;1332.00;big
52;1351.00;9.50;1255.00;big
53;1643.00;9.50;1179.00;big
53;1848.00;9.50;1095.00;big
54;1778.00;9.50;1570.00;big
54;1701.00;9.50;1492.00;big
55;1868.00;9.50;1583.00;big
55;1875.00;9.50;1693.00;big
56;2089.00;9.50;1303.00;big
56;2034.00;9.50;1461.00;big
57;1804.00;9.50;1309.00;big
57;1863.00;9.50;1433.00;big
58;2265.00;9.50;1153.00;big
58;2355.00;9.50;1038.00;big
59;2001.00;9.50;1114.00;big
59;2087.00;9.50;952.00;big
60;3782.00;9.50;509.00;big
60;3854.00;9.50;724.00;big
61;2296.00;9.50;872.00;big
61;2491.00;9.50;826.00;big
62;2874.00;9.50;404.00;big
62;2696.00;9.50;581.00;big
63;1619.00;9.50;96.00;big
63;1844.00;9.50;81.00;big
64;2338.00;9.50;117.00;big
64;2025.00;9.50;104.00;big
65;3028.00;9.50;119.00;big
65;3300.00;9.50;58.00;big
66;2210.00;9.50;377.00;big
66;2433.00;9.50;538.00;big
67;2649.00;9.50;149.00;big
67;2853.00;9.50;100.00;big
68;2874.00;9.50;1316.00;big
68;2795.00;9.50;1263.00;big
69;3317.00;10.75;1229.00;big
69;3228.00;9.50;1207.00;big
70;3611.00;9.50;1293.00;small
70;3600.00;9.50;1435.00;small
71;4072.00;9.50;529.00;big
71;4264.00;9.50;570.00;big
72;4474.00;9.50;653.00;big
72;4348.00;9.50;738.00;big
73;4410.00;9.50;754.00;big
73;4412.00;9.50;798.00;big
74;4184.00;9.50;93.00;big
74;4117.00;9.50;288.00;big
75;4532.00;9.50;768.00;big
75;4634.00;9.50;919.00;big
76;4808.00;9.50;1109.00;big
76;4701.00;10.82;1045.00;big
77;4712.00;9.50;1191.00;small
77;4725.00;9.50;1289.00;small
78;4879.00;9.50;937.00;big
78;4865.00;10.20;770.00;big
79;4862.00;9.50;1298.00;big
79;4984.00;9.50;1404.00;big
80;4689.00;9.50;798.00;big
80;4703.00;9.50;711.00;big
81;5262.00;9.50;341.00;big
81;5119.00;9.50;410.00;big
82;4959.00;9.50;401.00;small
82;4950.00;9.50;481.00;small
83;5280.00;9.50;521.00;big
83;5421.00;9.50;361.00;big
84;4943.00;9.50;640.00;big
84;5020.00;9.50;764.00;big
84;5212.00;9.50;762.00;big
84;5168.00;10.62;567.00;big
85;3870.00;9.50;200.00;big
85;3617.00;9.50;169.00;big
86;5251.00;9.50;123.00;big
86;5519.00;9.50;154.00;big
87;5196.00;9.50;1674.00;big
87;5042.00;12.65;1528.00;big
88;84.00;9.50;1843.00;big
88;5495.00;9.50;1719.00;big
89;829.00;9.50;1528.00;small
89;901.00;9.50;1366.00;small
90;4942.00;9.50;1182.00;big
90;5066.00;9.50;1344.00;big
91;4883.00;9.50;543.00;big
91;4824.00;9.50;499.00;big
92;4634.00;9.50;393.00;big
92;4734.00;9.50;449.00;big
93;4677.00;14.18;606.00;big
93;4773.00;9.50;618.00;big
94;5127.00;9.50;921.00;big
94;5039.00;9.50;1073.00;big
95;5475.00;9.50;1177.00;big
95;48.00;9.50;1185.00;big
96;11.00;9.50;1526.00;big
96;5448.00;9.50;1500.00;big
97;5454.00;9.55;747.00;big
97;93.00;9.50;614.00;big
98;4744.00;9.50;68.00;big
98;4945.00;9.50;79.00;big
99;4485.00;9.50;132.00;big
99;4461.00;9.50;416.00;big
100;3366.00;9.50;1062.00;small
100;3535.00;9.50;845.00;small
101;4106.00;9.50;810.00;big
101;4253.00;9.50;852.00;big
102;3499.00;9.50;516.00;big
102;3599.00;9.50;696.00;big
103;3457.00;9.50;353.00;small
103;3381.00;9.50;244.00;small
104;3849.00;9.50;963.00;big
104;3735.00;9.50;882.00;big
105;272.00;9.50;1162.00;big
105;432.00;9.50;1007.00;big
106;1284.00;9.50;1091.00;big
106;1054.00;9.50;1241.00;big
107;1515.00;9.50;919.00;small
107;1439.00;9.50;995.00;small
108;1564.00;9.50;261.00;big
108;1610.00;9.50;494.00;big
109;1507.00;9.50;643.00;big
109;1450.00;9.50;782.00;big
110;1198.00;9.50;914.00;big
110;1173.00;9.50;690.00;big
111;892.00;9.50;1047.00;big
111;688.00;9.50;1135.00;big
112;672.00;9.50;120.00;big
112;266.00;9.50;103.00;big
113;715.00;9.50;300.00;big
113;824.00;9.50;457.00;big
114;342.00;9.50;1730.00;big
114;642.00;9.50;1686.00;big
115;578.00;9.50;1448.00;big
115;748.00;9.50;1471.00;big
116;3715.00;14.82;1118.00;big
116;3613.00;13.40;1186.00;big
116;3705.00;12.73;1242.00;big
116;3560.00;13.18;1265.00;big
